ticker,name,sector,industry_big,market
3648.T,ＡＧＳ,情報・通信業,情報通信・サービスその他,Standard
3649.T,ファインデックス,情報・通信業,情報通信・サービスその他,Prime
3652.T,ディジタルメディアプロフェッショナル,情報・通信業,情報通信・サービスその他,Growth
3653.T,モルフォ,情報・通信業,情報通信・サービスその他,Growth
3655.T,ブレインパッド,情報・通信業,情報通信・サービスその他,Prime
3656.T,ＫＬａｂ,情報・通信業,情報通信・サービスその他,Prime
3657.T,ポールトゥウィンホールディングス,情報・通信業,情報通信・サービスその他,Prime
3659.T,ネクソン,情報・通信業,情報通信・サービスその他,Prime
365A.T,伊澤タオル,繊維製品,素材・化学,Standard
3660.T,アイスタイル,情報・通信業,情報通信・サービスその他,Prime
3661.T,エムアップホールディングス,情報・通信業,情報通信・サービスその他,Prime
3662.T,エイチームホールディングス,情報・通信業,情報通信・サービスその他,Prime
3663.T,セルシス,情報・通信業,情報通信・サービスその他,Prime
3664.T,モブキャストホールディングス,情報・通信業,情報通信・サービスその他,Growth
3665.T,エニグモ,情報・通信業,情報通信・サービスその他,Prime
3667.T,ｅｎｉｓｈ,情報・通信業,情報通信・サービスその他,Standard
3668.T,コロプラ,情報・通信業,情報通信・サービスその他,Prime
366A.T,ウェルネス・コミュニケーションズ,サービス業,情報通信・サービスその他,Growth
3670.T,協立情報通信,情報・通信業,情報通信・サービスその他,Standard
3671.T,ソフトマックス,情報・通信業,情報通信・サービスその他,Growth
3672.T,オルトプラス,情報・通信業,情報通信・サービスその他,Standard
3673.T,ブロードリーフ,情報・通信業,情報通信・サービスその他,Prime
3674.T,オークファン,情報・通信業,情報通信・サービスその他,Growth
3675.T,クロス・マーケティンググループ,情報・通信業,情報通信・サービスその他,Prime
3676.T,デジタルハーツホールディングス,情報・通信業,情報通信・サービスその他,Prime
3678.T,メディアドゥ,情報・通信業,情報通信・サービスその他,Prime
3679.T,じげん,情報・通信業,情報通信・サービスその他,Prime
367A.T,プリモグローバルホールディングス,小売業,小売,Standard
3680.T,ホットリンク,情報・通信業,情報通信・サービスその他,Growth
3681.T,ブイキューブ,情報・通信業,情報通信・サービスその他,Prime
3682.T,エンカレッジ・テクノロジ,情報・通信業,情報通信・サービスその他,Standard
3683.T,サイバーリンクス,情報・通信業,情報通信・サービスその他,Standard
3686.T,ディー・エル・イー,情報・通信業,情報通信・サービスその他,Standard
3687.T,フィックスターズ,情報・通信業,情報通信・サービスその他,Prime
3688.T,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,情報・通信業,情報通信・サービスその他,Prime
368A.T,北里コーポレーション,精密機器,電機・精密,Prime
3690.T,イルグルム,情報・通信業,情報通信・サービスその他,Standard
3691.T,デジタルプラス,情報・通信業,情報通信・サービスその他,Growth
3692.T,ＦＦＲＩセキュリティ,情報・通信業,情報通信・サービスその他,Growth
3694.T,オプティム,情報・通信業,情報通信・サービスその他,Prime
3695.T,ＧＭＯプロダクトプラットフォーム,情報・通信業,情報通信・サービスその他,Growth
3696.T,セレス,情報・通信業,情報通信・サービスその他,Prime
3697.T,ＳＨＩＦＴ,情報・通信業,情報通信・サービスその他,Prime
3698.T,ＣＲＩ・ミドルウェア,情報・通信業,情報通信・サービスその他,Growth
369A.T,エータイ,サービス業,情報通信・サービスその他,Growth
3708.T,特種東海製紙,パルプ・紙,素材・化学,Prime
3710.T,ジョルダン,情報・通信業,情報通信・サービスその他,Standard
3712.T,情報企画,情報・通信業,情報通信・サービスその他,Standard
3719.T,ＡＩストーム,情報・通信業,情報通信・サービスその他,Standard
3723.T,日本ファルコム,情報・通信業,情報通信・サービスその他,Growth
3726.T,フォーシーズＨＤ,小売業,小売,Standard
3727.T,アプリックス,情報・通信業,情報通信・サービスその他,Growth
372A.T,レント,サービス業,情報通信・サービスその他,Standard
3733.T,ソフトウェア・サービス,情報・通信業,情報通信・サービスその他,Standard
373A.T,リップス,化学,素材・化学,Growth
3741.T,セック,情報・通信業,情報通信・サービスその他,Prime
3744.T,サイオス,情報・通信業,情報通信・サービスその他,Standard
3747.T,インタートレード,情報・通信業,情報通信・サービスその他,Standard
3750.T,ＡＤＲ１２０Ｓ,情報・通信業,情報通信・サービスその他,Standard
3753.T,フライトソリューションズ,情報・通信業,情報通信・サービスその他,Standard
3758.T,アエリア,情報・通信業,情報通信・サービスその他,Standard
3760.T,ケイブ,情報・通信業,情報通信・サービスその他,Standard
3762.T,テクマトリックス,情報・通信業,情報通信・サービスその他,Prime
3763.T,プロシップ,情報・通信業,情報通信・サービスその他,Prime
3765.T,ガンホー・オンライン・エンターテイメント,情報・通信業,情報通信・サービスその他,Prime
3766.T,システムズ・デザイン,情報・通信業,情報通信・サービスその他,Standard
3768.T,リスクモンスター,情報・通信業,情報通信・サービスその他,Standard
3769.T,ＧＭＯペイメントゲートウェイ,情報・通信業,情報通信・サービスその他,Prime
3771.T,システムリサーチ,情報・通信業,情報通信・サービスその他,Prime
3772.T,ウェルス・マネジメント,不動産業,不動産,Standard
3773.T,アドバンスト・メディア,情報・通信業,情報通信・サービスその他,Growth
3774.T,インターネットイニシアティブ,情報・通信業,情報通信・サービスその他,Prime
3776.T,ブロードバンドタワー,情報・通信業,情報通信・サービスその他,Standard
3777.T,環境フレンドリーホールディングス,情報・通信業,情報通信・サービスその他,Growth
3778.T,さくらインターネット,情報・通信業,情報通信・サービスその他,Prime
3779.T,ジェイ・エスコムホールディングス,情報・通信業,情報通信・サービスその他,Standard
3787.T,テクノマセマティカル,情報・通信業,情報通信・サービスその他,Standard
3788.T,ＧＭＯグローバルサイン・ホールディングス,情報・通信業,情報通信・サービスその他,Prime
378A.T,ヒット,サービス業,情報通信・サービスその他,Growth
3791.T,ＩＧポート,情報・通信業,情報通信・サービスその他,Standard
3793.T,ドリコム,情報・通信業,情報通信・サービスその他,Growth
3796.T,いい生活,情報・通信業,情報通信・サービスその他,Standard
3798.T,ＵＬＳグループ,情報・通信業,情報通信・サービスその他,Standard
3799.T,キーウェアソリューションズ,情報・通信業,情報通信・サービスその他,Standard
3800.T,ユニリタ,情報・通信業,情報通信・サービスその他,Standard
3802.T,エコミック,情報・通信業,情報通信・サービスその他,Standard
3803.T,イメージ情報開発,情報・通信業,情報通信・サービスその他,Growth
3804.T,システム　ディ,情報・通信業,情報通信・サービスその他,Standard
3807.T,フィスコ,情報・通信業,情報通信・サービスその他,Growth
3810.T,サイバーステップ,情報・通信業,情報通信・サービスその他,Standard
3815.T,メディア工房,情報・通信業,情報通信・サービスその他,Growth
3816.T,大和コンピューター,情報・通信業,情報通信・サービスその他,Standard
3817.T,ＳＲＡホールディングス,情報・通信業,情報通信・サービスその他,Prime
3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,情報・通信業,情報通信・サービスその他,Standard
3825.T,リミックスポイント,小売業,小売,Standard
3826.T,システムインテグレータ,情報・通信業,情報通信・サービスその他,Standard
3834.T,朝日ネット,情報・通信業,情報通信・サービスその他,Prime
3835.T,ｅＢＡＳＥ,情報・通信業,情報通信・サービスその他,Prime
3836.T,アバントグループ,情報・通信業,情報通信・サービスその他,Prime
3837.T,アドソル日進,情報・通信業,情報通信・サービスその他,Prime
3839.T,ＯＤＫソリューションズ,情報・通信業,情報通信・サービスその他,Standard
3840.T,パス,情報・通信業,情報通信・サービスその他,Standard
3841.T,ジーダット,情報・通信業,情報通信・サービスその他,Standard
3842.T,ネクストジェン,情報・通信業,情報通信・サービスその他,Standard
3843.T,フリービット,情報・通信業,情報通信・サービスその他,Prime
3844.T,コムチュア,情報・通信業,情報通信・サービスその他,Prime
3845.T,アイフリークモバイル,情報・通信業,情報通信・サービスその他,Standard
3847.T,パシフィックシステム,情報・通信業,情報通信・サービスその他,Standard
3848.T,データ・アプリケーション,情報・通信業,情報通信・サービスその他,Standard
3850.T,エヌ・ティ・ティ・データ・イントラマート,情報・通信業,情報通信・サービスその他,Standard
3851.T,日本一ソフトウェア,情報・通信業,情報通信・サービスその他,Standard
3853.T,アステリア,情報・通信業,情報通信・サービスその他,Prime
3854.T,アイル,情報・通信業,情報通信・サービスその他,Prime
3856.T,Ａｂａｌａｎｃｅ,電気機器,電機・精密,Standard
3858.T,ユビキタスＡＩ,情報・通信業,情報通信・サービスその他,Standard
3861.T,王子ホールディングス,パルプ・紙,素材・化学,Prime
3863.T,日本製紙,パルプ・紙,素材・化学,Prime
3864.T,三菱製紙,パルプ・紙,素材・化学,Prime
3865.T,北越コーポレーション,パルプ・紙,素材・化学,Prime
386A.T,みのや,小売業,小売,Standard
3877.T,中越パルプ工業,パルプ・紙,素材・化学,Prime
3878.T,巴川コーポレーション,化学,素材・化学,Standard
387A.T,フラー,情報・通信業,情報通信・サービスその他,Growth
3880.T,大王製紙,パルプ・紙,素材・化学,Prime
3891.T,ニッポン高度紙工業,パルプ・紙,素材・化学,Standard
3892.T,岡山製紙,パルプ・紙,素材・化学,Standard
3895.T,ハビックス,パルプ・紙,素材・化学,Standard
3896.T,阿波製紙,パルプ・紙,素材・化学,Standard
3900.T,クラウドワークス,情報・通信業,情報通信・サービスその他,Growth
3901.T,マークラインズ,情報・通信業,情報通信・サービスその他,Prime
3902.T,メディカル・データ・ビジョン,情報・通信業,情報通信・サービスその他,Prime
3903.T,ｇｕｍｉ,情報・通信業,情報通信・サービスその他,Prime
3904.T,カヤック,情報・通信業,情報通信・サービスその他,Growth
3905.T,データセクション,情報・通信業,情報通信・サービスその他,Growth
3907.T,シリコンスタジオ,情報・通信業,情報通信・サービスその他,Growth
3908.T,コラボス,情報・通信業,情報通信・サービスその他,Growth
3909.T,ショーケース,情報・通信業,情報通信・サービスその他,Standard
3910.T,エムケイシステム,情報・通信業,情報通信・サービスその他,Standard
3911.T,Ａｉｍｉｎｇ,情報・通信業,情報通信・サービスその他,Growth
3912.T,モバイルファクトリー,情報・通信業,情報通信・サービスその他,Standard
3913.T,ＧｒｅｅｎＢｅｅ,情報・通信業,情報通信・サービスその他,Growth
3914.T,ＪＩＧ－ＳＡＷ,情報・通信業,情報通信・サービスその他,Growth
3915.T,テラスカイ,情報・通信業,情報通信・サービスその他,Prime
3916.T,デジタル・インフォメーション・テクノロジー,情報・通信業,情報通信・サービスその他,Prime
3917.T,アイリッジ,情報・通信業,情報通信・サービスその他,Growth
3918.T,ＰＣＩホールディングス,情報・通信業,情報通信・サービスその他,Standard
3920.T,アイビーシー,情報・通信業,情報通信・サービスその他,Standard
3921.T,ネオジャパン,情報・通信業,情報通信・サービスその他,Prime
3922.T,ＰＲ　ＴＩＭＥＳ,情報・通信業,情報通信・サービスその他,Prime
3923.T,ラクス,情報・通信業,情報通信・サービスその他,Prime
3924.T,ランドコンピュータ,情報・通信業,情報通信・サービスその他,Prime
3925.T,ダブルスタンダード,情報・通信業,情報通信・サービスその他,Prime
3926.T,オープンドア,情報・通信業,情報通信・サービスその他,Prime
3927.T,フーバーブレイン,情報・通信業,情報通信・サービスその他,Growth
3928.T,マイネット,情報・通信業,情報通信・サービスその他,Standard
3929.T,ソーシャルワイヤー,情報・通信業,情報通信・サービスその他,Growth
3930.T,はてな,情報・通信業,情報通信・サービスその他,Growth
3931.T,バリューゴルフ,情報・通信業,情報通信・サービスその他,Growth
3932.T,アカツキ,情報・通信業,情報通信・サービスその他,Prime
3933.T,チエル,情報・通信業,情報通信・サービスその他,Standard
3934.T,ベネフィットジャパン,情報・通信業,情報通信・サービスその他,Standard
3935.T,エディア,情報・通信業,情報通信・サービスその他,Standard
3936.T,グローバルウェイ,情報・通信業,情報通信・サービスその他,Growth
3937.T,Ｕｂｉｃｏｍホールディングス,情報・通信業,情報通信・サービスその他,Prime
3939.T,カナミックネットワーク,情報・通信業,情報通信・サービスその他,Prime
3940.T,ノムラシステムコーポレーション,情報・通信業,情報通信・サービスその他,Standard
3941.T,レンゴー,パルプ・紙,素材・化学,Prime
3943.T,大石産業,パルプ・紙,素材・化学,Standard
3944.T,古林紙工,パルプ・紙,素材・化学,Standard
3945.T,スーパーバッグ,パルプ・紙,素材・化学,Standard
3946.T,トーモク,パルプ・紙,素材・化学,Prime
3947.T,ダイナパック,パルプ・紙,素材・化学,Standard
3948.T,光ビジネスフォーム,パルプ・紙,素材・化学,Standard
3950.T,ザ・パック,パルプ・紙,素材・化学,Prime
3951.T,朝日印刷,パルプ・紙,素材・化学,Standard
3953.T,大村紙業,パルプ・紙,素材・化学,Standard
3954.T,昭和パックス,パルプ・紙,素材・化学,Standard
3955.T,イムラ,パルプ・紙,素材・化学,Standard
3958.T,笹徳印刷,パルプ・紙,素材・化学,Standard
3961.T,シルバーエッグ・テクノロジー,情報・通信業,情報通信・サービスその他,Growth
3962.T,チェンジホールディングス,情報・通信業,情報通信・サービスその他,Prime
3963.T,シンクロ・フード,情報・通信業,情報通信・サービスその他,Prime
3964.T,オークネット,情報・通信業,情報通信・サービスその他,Prime
3965.T,キャピタル・アセット・プランニング,情報・通信業,情報通信・サービスその他,Standard
3967.T,エルテス,情報・通信業,情報通信・サービスその他,Growth
3968.T,セグエグループ,情報・通信業,情報通信・サービスその他,Prime
3969.T,エイトレッド,情報・通信業,情報通信・サービスその他,Standard
3970.T,イノベーション,情報・通信業,情報通信・サービスその他,Growth
3974.T,ＳＣＡＴ,情報・通信業,情報通信・サービスその他,Standard
3976.T,シャノン,情報・通信業,情報通信・サービスその他,Growth
3979.T,うるる,情報・通信業,情報通信・サービスその他,Growth
3981.T,ビーグリー,情報・通信業,情報通信・サービスその他,Standard
3983.T,オロ,情報・通信業,情報通信・サービスその他,Prime
3984.T,ユーザーローカル,情報・通信業,情報通信・サービスその他,Prime
3985.T,テモナ,情報・通信業,情報通信・サービスその他,Standard
3986.T,ビーブレイクシステムズ,情報・通信業,情報通信・サービスその他,Growth
3987.T,エコモット,情報・通信業,情報通信・サービスその他,Growth
3988.T,ＳＹＳホールディングス,情報・通信業,情報通信・サービスその他,Standard
3989.T,シェアリングテクノロジー,情報・通信業,情報通信・サービスその他,Growth
3991.T,ウォンテッドリー,情報・通信業,情報通信・サービスその他,Growth
3992.T,ニーズウェル,情報・通信業,情報通信・サービスその他,Prime
3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,情報通信・サービスその他,Prime
3994.T,マネーフォワード,情報・通信業,情報通信・サービスその他,Prime
3996.T,サインポスト,情報・通信業,情報通信・サービスその他,Standard
3997.T,トレードワークス,情報・通信業,情報通信・サービスその他,Standard
3998.T,すららネット,情報・通信業,情報通信・サービスその他,Growth
4004.T,レゾナック・ホールディングス,化学,素材・化学,Prime
4005.T,住友化学,化学,素材・化学,Prime
4008.T,住友精化,化学,素材・化学,Prime
4011.T,ヘッドウォータース,情報・通信業,情報通信・サービスその他,Growth
4012.T,アクシス,情報・通信業,情報通信・サービスその他,Standard
4013.T,勤次郎,情報・通信業,情報通信・サービスその他,Growth
4014.T,カラダノート,情報・通信業,情報通信・サービスその他,Growth
4015.T,ペイクラウドホールディングス,情報・通信業,情報通信・サービスその他,Growth
4016.T,ＭＩＴホールディングス,情報・通信業,情報通信・サービスその他,Standard
4017.T,クリーマ,情報・通信業,情報通信・サービスその他,Growth
4019.T,スタメン,情報・通信業,情報通信・サービスその他,Growth
4020.T,ビートレンド,情報・通信業,情報通信・サービスその他,Growth
4021.T,日産化学,化学,素材・化学,Prime
4022.T,ラサ工業,化学,素材・化学,Prime
4023.T,クレハ,化学,素材・化学,Prime
4025.T,多木化学,化学,素材・化学,Prime
4026.T,神島化学工業,ガラス・土石製品,建設・資材,Standard
4027.T,テイカ,化学,素材・化学,Prime
4028.T,石原産業,化学,素材・化学,Prime
402A.T,アクセルスペースホールディングス,輸送用機器,自動車・輸送機,Growth
4031.T,片倉コープアグリ,化学,素材・化学,Standard
4040.T,南海化学,化学,素材・化学,Standard
4041.T,日本曹達,化学,素材・化学,Prime
4042.T,東ソー,化学,素材・化学,Prime
4043.T,トクヤマ,化学,素材・化学,Prime
4044.T,セントラル硝子,化学,素材・化学,Prime
4045.T,東亞合成,化学,素材・化学,Prime
4046.T,大阪ソーダ,化学,素材・化学,Prime
4047.T,関東電化工業,化学,素材・化学,Prime
4051.T,ＧＭＯフィナンシャルゲート,情報・通信業,情報通信・サービスその他,Prime
4052.T,フィーチャ,情報・通信業,情報通信・サービスその他,Growth
4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,情報・通信業,情報通信・サービスその他,Prime
4054.T,日本情報クリエイト,情報・通信業,情報通信・サービスその他,Growth
4055.T,ティアンドエスグループ,情報・通信業,情報通信・サービスその他,Growth
4056.T,ニューラルグループ,情報・通信業,情報通信・サービスその他,Growth
4057.T,インターファクトリー,情報・通信業,情報通信・サービスその他,Growth
4058.T,トヨクモ,情報・通信業,情報通信・サービスその他,Growth
4059.T,まぐまぐ,情報・通信業,情報通信・サービスその他,Standard
4060.T,ｒａｋｕｍｏ,情報・通信業,情報通信・サービスその他,Growth
4061.T,デンカ,化学,素材・化学,Prime
4062.T,イビデン,電気機器,電機・精密,Prime
4063.T,信越化学工業,化学,素材・化学,Prime
4064.T,日本カーバイド工業,化学,素材・化学,Prime
4068.T,ベイシス,情報・通信業,情報通信・サービスその他,Growth
4069.T,ＢｌｕｅＭｅｍｅ,情報・通信業,情報通信・サービスその他,Growth
4071.T,プラスアルファ・コンサルティング,情報・通信業,情報通信・サービスその他,Prime
4072.T,電算システムホールディングス,情報・通信業,情報通信・サービスその他,Prime
4073.T,ジィ・シィ企画,情報・通信業,情報通信・サービスその他,Growth
4074.T,ラキール,情報・通信業,情報通信・サービスその他,Growth
4075.T,ブレインズテクノロジー,情報・通信業,情報通信・サービスその他,Growth
4076.T,シイエヌエス,情報・通信業,情報通信・サービスその他,Growth
4078.T,堺化学工業,化学,素材・化学,Prime
407A.T,ＵＮＩＣＯＮホールディングス,建設業,建設・資材,Standard
4080.T,田中化学研究所,化学,素材・化学,Standard
4082.T,第一稀元素化学工業,化学,素材・化学,Prime
4088.T,エア・ウォーター,化学,素材・化学,Prime
4091.T,日本酸素ホールディングス,化学,素材・化学,Prime
4092.T,日本化学工業,化学,素材・化学,Prime
4093.T,東邦アセチレン,化学,素材・化学,Prime
4094.T,日本化学産業,化学,素材・化学,Standard
4095.T,日本パーカライジング,化学,素材・化学,Prime
4097.T,高圧ガス工業,化学,素材・化学,Prime
4098.T,チタン工業,化学,素材・化学,Standard
4099.T,四国化成ホールディングス,化学,素材・化学,Prime
409A.T,オリオンビール,食料品,食品,Prime
4100.T,戸田工業,化学,素材・化学,Standard
4102.T,丸尾カルシウム,化学,素材・化学,Standard
4107.T,伊勢化学工業,化学,素材・化学,Standard
4109.T,ステラ　ケミファ,化学,素材・化学,Prime
410A.T,ＧＭＯコマース,サービス業,情報通信・サービスその他,Growth
4112.T,保土谷化学工業,化学,素材・化学,Prime
4113.T,田岡化学工業,化学,素材・化学,Standard
4114.T,日本触媒,化学,素材・化学,Prime
4116.T,大日精化工業,化学,素材・化学,Prime
4118.T,カネカ,化学,素材・化学,Prime
4119.T,日本ピグメントホールディングス,化学,素材・化学,Standard
4120.T,スガイ化学工業,化学,素材・化学,Standard
4124.T,大阪油化工業,化学,素材・化学,Standard
4125.T,三和油化工業,化学,素材・化学,Standard
414A.T,オーバーラップホールディングス,情報・通信業,情報通信・サービスその他,Growth
4151.T,協和キリン,医薬品,医薬品,Prime
415A.T,ＧＭＯ　ＴＥＣＨホールディングス,サービス業,情報通信・サービスその他,Growth
4165.T,プレイド,情報・通信業,情報通信・サービスその他,Growth
4166.T,かっこ,情報・通信業,情報通信・サービスその他,Growth
4167.T,ココペリ,情報・通信業,情報通信・サービスその他,Growth
4168.T,ヤプリ,情報・通信業,情報通信・サービスその他,Growth
4169.T,ＥＮＥＣＨＡＮＧＥ,情報・通信業,情報通信・サービスその他,Growth
416A.T,富士ユナイトホールディングス,卸売業,商社・卸売,Standard
4170.T,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,情報・通信業,情報通信・サービスその他,Growth
4171.T,グローバルインフォメーション,情報・通信業,情報通信・サービスその他,Standard
4172.T,東和ハイシステム,情報・通信業,情報通信・サービスその他,Standard
4174.T,アピリッツ,情報・通信業,情報通信・サービスその他,Standard
4175.T,ｃｏｌｙ,情報・通信業,情報通信・サービスその他,Growth
4176.T,ココナラ,情報・通信業,情報通信・サービスその他,Growth
4177.T,ｉ‐ｐｌｕｇ,情報・通信業,情報通信・サービスその他,Growth
4178.T,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,情報・通信業,情報通信・サービスその他,Growth
4179.T,ジーネクスト,情報・通信業,情報通信・サービスその他,Growth
417A.T,ブルーゾーンホールディングス,小売業,小売,Prime
4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,情報・通信業,情報通信・サービスその他,Prime
4182.T,三菱瓦斯化学,化学,素材・化学,Prime
4183.T,三井化学,化学,素材・化学,Prime
4186.T,東京応化工業,化学,素材・化学,Prime
4187.T,大阪有機化学工業,化学,素材・化学,Prime
4188.T,三菱ケミカルグループ,化学,素材・化学,Prime
4189.T,ＫＨネオケム,化学,素材・化学,Prime
4192.T,スパイダープラス,情報・通信業,情報通信・サービスその他,Growth
4193.T,ファブリカホールディングス,情報・通信業,情報通信・サービスその他,Standard
4194.T,ビジョナル,情報・通信業,情報通信・サービスその他,Prime
4196.T,ネオマーケティング,情報・通信業,情報通信・サービスその他,Standard
4197.T,アスマーク,情報・通信業,情報通信・サービスその他,Standard
4198.T,テンダ,情報・通信業,情報通信・サービスその他,Standard
4199.T,ワンダープラネット,情報・通信業,情報通信・サービスその他,Growth
4202.T,ダイセル,化学,素材・化学,Prime
4203.T,住友ベークライト,化学,素材・化学,Prime
4204.T,積水化学工業,化学,素材・化学,Prime
4205.T,日本ゼオン,化学,素材・化学,Prime
4206.T,アイカ工業,化学,素材・化学,Prime
4208.T,ＵＢＥ,化学,素材・化学,Prime
4212.T,積水樹脂,化学,素材・化学,Prime
4216.T,旭有機材,化学,素材・化学,Prime
4218.T,ニチバン,化学,素材・化学,Prime
421A.T,ムービン・ストラテジック・キャリア,サービス業,情報通信・サービスその他,Growth
4220.T,リケンテクノス,化学,素材・化学,Prime
4221.T,大倉工業,化学,素材・化学,Prime
4222.T,児玉化学工業,化学,素材・化学,Standard
4224.T,ロンシール工業,化学,素材・化学,Standard
4228.T,積水化成品工業,化学,素材・化学,Prime
4229.T,群栄化学工業,化学,素材・化学,Prime
4231.T,タイガースポリマー,化学,素材・化学,Standard
4234.T,サンエー化研,化学,素材・化学,Standard
4235.T,ウルトラファブリックス・ホールディングス,化学,素材・化学,Standard
4237.T,フジプレアム,化学,素材・化学,Standard
4238.T,ミライアル,化学,素材・化学,Standard
423A.T,ライオン事務器,卸売業,商社・卸売,Standard
4240.T,クラスターテクノロジー,化学,素材・化学,Growth
4241.T,アテクト,化学,素材・化学,Standard
4242.T,タカギセイコー,化学,素材・化学,Standard
4243.T,ニックス,化学,素材・化学,Standard
4245.T,ダイキアクシス,化学,素材・化学,Standard
4246.T,ダイキョーニシカワ,化学,素材・化学,Prime
4247.T,ポバール興業,化学,素材・化学,Standard
4248.T,竹本容器,化学,素材・化学,Standard
4249.T,森六,化学,素材・化学,Prime
4251.T,恵和,化学,素材・化学,Prime
4255.T,ＴＨＥＣＯＯ,情報・通信業,情報通信・サービスその他,Growth
4256.T,サインド,情報・通信業,情報通信・サービスその他,Growth
4258.T,網屋,情報・通信業,情報通信・サービスその他,Growth
4259.T,エクサウィザーズ,情報・通信業,情報通信・サービスその他,Growth
4260.T,ハイブリッドテクノロジーズ,情報・通信業,情報通信・サービスその他,Growth
4261.T,アジアクエスト,情報・通信業,情報通信・サービスその他,Growth
4262.T,ニフティライフスタイル,情報・通信業,情報通信・サービスその他,Growth
4263.T,サスメド,情報・通信業,情報通信・サービスその他,Growth
4264.T,セキュア,情報・通信業,情報通信・サービスその他,Growth
4265.T,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,情報・通信業,情報通信・サービスその他,Growth
4270.T,ＢｅｅＸ,情報・通信業,情報通信・サービスその他,Growth
4272.T,日本化薬,化学,素材・化学,Prime
4274.T,細谷火工,化学,素材・化学,Standard
4275.T,カーリット,化学,素材・化学,Prime
4284.T,ソルクシーズ,情報・通信業,情報通信・サービスその他,Standard
4286.T,ＣＬホールディングス,サービス業,情報通信・サービスその他,Standard
4287.T,ジャストプランニング,情報・通信業,情報通信・サービスその他,Standard
4288.T,アズジェント,情報・通信業,情報通信・サービスその他,Standard
428A.T,サイプレス・ホールディングス,小売業,小売,Standard
4290.T,プレステージ・インターナショナル,サービス業,情報通信・サービスその他,Prime
4293.T,セプテーニ・ホールディングス,サービス業,情報通信・サービスその他,Standard
4299.T,ハイマックス,情報・通信業,情報通信・サービスその他,Standard
429A.T,テクセンドフォトマスク,その他製品,情報通信・サービスその他,Prime
4301.T,アミューズ,サービス業,情報通信・サービスその他,Prime
4307.T,野村総合研究所,情報・通信業,情報通信・サービスその他,Prime
4308.T,Ｊストリーム,情報・通信業,情報通信・サービスその他,Growth
4310.T,ドリームインキュベータ,サービス業,情報通信・サービスその他,Prime
4316.T,ビーマップ,情報・通信業,情報通信・サービスその他,Growth
4317.T,レイ,サービス業,情報通信・サービスその他,Standard
4318.T,クイック,サービス業,情報通信・サービスその他,Prime
4319.T,ＴＡＣ,サービス業,情報通信・サービスその他,Standard
431A.T,ユーソナー,情報・通信業,情報通信・サービスその他,Growth
4320.T,ＣＥホールディングス,情報・通信業,情報通信・サービスその他,Standard
4323.T,日本システム技術,情報・通信業,情報通信・サービスその他,Prime
4324.T,電通グループ,サービス業,情報通信・サービスその他,Prime
4326.T,インテージホールディングス,情報・通信業,情報通信・サービスその他,Prime
4331.T,テイクアンドギヴ・ニーズ,サービス業,情報通信・サービスその他,Prime
4333.T,東邦システムサイエンス,情報・通信業,情報通信・サービスその他,Prime
4334.T,ユークス,情報・通信業,情報通信・サービスその他,Standard
4335.T,ＩＰＳホールディングス,情報・通信業,情報通信・サービスその他,Standard
4337.T,ぴあ,サービス業,情報通信・サービスその他,Prime
4341.T,西菱電機,サービス業,情報通信・サービスその他,Standard
4343.T,イオンファンタジー,サービス業,情報通信・サービスその他,Prime
4344.T,ソースネクスト,情報・通信業,情報通信・サービスその他,Prime
4345.T,シーティーエス,サービス業,情報通信・サービスその他,Prime
4346.T,ＮＥＸＹＺ．Ｇｒｏｕｐ,その他金融業,金融（除く銀行）,Standard
4347.T,ブロードメディア,サービス業,情報通信・サービスその他,Standard
4350.T,メディカルシステムネットワーク,小売業,小売,Standard
4351.T,山田再生系債権回収総合事務所,その他金融業,金融（除く銀行）,Standard
4356.T,応用技術,情報・通信業,情報通信・サービスその他,Standard
4360.T,マナック・ケミカル・パートナーズ,化学,素材・化学,Standard
4361.T,川口化学工業,化学,素材・化学,Standard
4362.T,日本精化,化学,素材・化学,Prime
4365.T,松本油脂製薬,化学,素材・化学,Standard
4366.T,ダイトーケミックス,化学,素材・化学,Standard
4367.T,広栄化学,化学,素材・化学,Standard
4368.T,扶桑化学工業,化学,素材・化学,Prime
4369.T,トリケミカル研究所,化学,素材・化学,Prime
436A.T,サイバーソリューションズ,情報・通信業,情報通信・サービスその他,Growth
4370.T,モビルス,情報・通信業,情報通信・サービスその他,Growth
4371.T,コアコンセプト・テクノロジー,情報・通信業,情報通信・サービスその他,Growth
4372.T,ユミルリンク,情報・通信業,情報通信・サービスその他,Growth
4373.T,シンプレクス・ホールディングス,情報・通信業,情報通信・サービスその他,Prime
4374.T,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,情報・通信業,情報通信・サービスその他,Growth
